,BGT,difficulty,power
10941,8.0,29760371,0.1
10942,16.0,29295365,0.1
10943,8.0,29295365,0.1
10944,4.0,29753105,0.1
10945,23.0,28823320,0.1
10946,7.0,28823320,0.1
10947,6.0,29273684,0.1
10948,1.0,29731085,0.1
10949,11.0,29731085,0.1
10950,8.0,29731085,0.1
10951,4.0,30195633,0.1
10952,3.0,30667439,0.1
10953,7.0,30667439,0.1
10954,2.0,31146617,0.1
10955,1.0,31633282,0.1
10956,10.0,31633282,0.1
10957,5.0,32127552,0.1
10958,1.0,32629545,0.1
10959,18.0,32119708,0.1
10960,8.0,32119708,0.1
10961,15.0,31617837,0.1
10962,40.0,29641722,0.1
10963,35.0,27789114,0.1
10964,15.0,27354909,0.1
10965,2.0,27782329,0.1
10966,1.0,28216427,0.1
10967,16.0,27775545,0.1
10968,4.0,28209537,0.1
10969,9.0,28209537,0.1
10970,1.0,28650311,0.1
10971,6.0,29097972,0.1
10972,10.0,29097972,0.1
10973,15.0,28643316,0.1
10974,5.0,29090867,0.1
10975,6.0,29545411,0.1
10976,1.0,30007058,0.1
10977,11.0,30007058,0.1
10978,31.0,28600477,0.1
10979,16.0,28153594,0.1
10980,18.0,27713694,0.1
10981,30.0,26414614,0.1
10982,1.0,26827342,0.1
10983,6.0,27246519,0.1
10984,23.0,26395065,0.1
10985,12.0,26395065,0.1
10986,3.0,26807487,0.1
10987,15.0,26388620,0.1
10988,2.0,26800942,0.1
10989,13.0,26800942,0.1
10990,49.0,24288353,0.1
10991,3.0,24667858,0.1
10992,4.0,25053293,0.1
10993,7.0,25053293,0.1
10994,13.0,25053293,0.1
10995,21.0,24270377,0.1
10996,9.0,24270377,0.1
10997,1.0,24649601,0.1
10998,1.0,25034751,0.1
10999,5.0,25425918,0.1
11000,2.0,25823197,0.1
11001,20.0,25419709,0.1
11002,11.0,25419709,0.1
11003,11.0,25419709,0.1
11004,7.0,25419709,0.1
11005,12.0,25419709,0.1
11006,4.0,25816891,0.1
11007,5.0,26220279,0.1
11008,13.0,26220279,0.1
11009,4.0,26629970,0.1
11010,16.0,26213876,0.1
11011,1.0,26623467,0.1
11012,6.0,27039458,0.1
11013,11.0,27039458,0.1
11014,33.0,25771983,0.1
11015,13.0,25771983,0.1
11016,2.0,26174670,0.1
11017,14.0,25765690,0.1
11018,7.0,25765690,0.1
11019,5.0,26168278,0.1
11020,14.0,25759398,0.1
11021,6.0,26161888,0.1
11022,9.0,26161888,0.1
11023,15.0,25753108,0.1
11024,13.0,25753108,0.1
11025,2.0,26155500,0.1
11026,10.0,26155500,0.1
11027,30.0,24929460,0.1
11028,7.0,24929460,0.1
11029,11.0,24929460,0.1
11030,13.0,24929460,0.1
11031,3.0,25318982,0.1
11032,37.0,23736545,0.1
11033,1.0,24107428,0.1
11034,3.0,24484106,0.1
11035,10.0,24484106,0.1
11036,29.0,23336413,0.1
11037,1.0,23701044,0.1
11038,2.0,24071372,0.1
11039,2.0,24447487,0.1
11040,62.0,21773543,0.1
11041,4.0,22113754,0.1
11042,5.0,22459281,0.1
11043,18.0,22108354,0.1
11044,12.0,22108354,0.1
11045,12.0,22108354,0.1
11046,11.0,22108354,0.1
11047,4.0,22453797,0.1
11048,26.0,21752115,0.1
11049,8.0,21752115,0.1
11050,7.0,21752115,0.1
11051,2.0,22091991,0.1
11052,16.0,21746803,0.1
11053,8.0,21746803,0.1
11054,5.0,22086596,0.1
11055,11.0,22086596,0.1
11056,9.0,22086596,0.1
11057,5.0,22431699,0.1
11058,4.0,22782194,0.1
11059,8.0,22782194,0.1
11060,4.0,23138165,0.1
11061,3.0,23499698,0.1
11062,7.0,23499698,0.1
11063,5.0,23866880,0.1
11064,6.0,24239800,0.1
11065,1.0,24618546,0.1
11066,4.0,25003210,0.1
11067,5.0,25393885,0.1
11068,2.0,25790664,0.1
11069,14.0,25387684,0.1
11070,2.0,25784366,0.1
11071,2.0,26187246,0.1
11072,27.0,25368894,0.1
11073,2.0,25765282,0.1
11074,1.0,26167864,0.1
11075,1.0,26576736,0.1
11076,31.0,25330951,0.1
11077,46.0,23351970,0.1
11078,6.0,23716844,0.1
11079,5.0,24087419,0.1
11080,5.0,24463784,0.1
11081,33.0,23317044,0.1
11082,2.0,23681372,0.1
11083,6.0,24051393,0.1
11084,21.0,23299786,0.1
11085,5.0,23663845,0.1
11086,22.0,22924349,0.1
11087,6.0,23282541,0.1
11088,11.0,23282541,0.1
11089,14.0,22918751,0.1
11090,7.0,22918751,0.1
11091,4.0,23276856,0.1
11092,32.0,22185753,0.1
11093,6.0,22532405,0.1
11094,8.0,22532405,0.1
11095,7.0,22532405,0.1
11096,11.0,22532405,0.1
11097,2.0,22884473,0.1
11098,10.0,22884473,0.1
11099,1.0,23242042,0.1
11100,6.0,23605198,0.1
11101,20.0,23236366,0.1
11102,4.0,23599434,0.1
11103,2.0,23968175,0.1
11104,5.0,24342677,0.1
11105,14.0,23962322,0.1
11106,17.0,23587910,0.1
11107,1.0,23956471,0.1
11108,6.0,24330790,0.1
11109,3.0,24710958,0.1
11110,2.0,25097066,0.1
11111,3.0,25489207,0.1
11112,8.0,25489207,0.1
11113,27.0,24692669,0.1
11114,12.0,24692669,0.1
11115,1.0,25078491,0.1
11116,22.0,24294788,0.1
11117,23.0,23535575,0.1
11118,6.0,23903318,0.1
11119,6.0,24276807,0.1
11120,6.0,24656132,0.1
11121,19.0,24270879,0.1
11122,3.0,24650111,0.1
11123,8.0,24650111,0.1
11124,5.0,25035268,0.1
11125,1.0,25426444,0.1
11126,27.0,24631867,0.1
11127,14.0,24246994,0.1
11128,5.0,24625853,0.1
11129,16.0,24241074,0.1
11130,4.0,24619840,0.1
11131,24.0,23850470,0.1
11132,11.0,23850470,0.1
11133,17.0,23477806,0.1
11134,4.0,23844646,0.1
11135,9.0,23844646,0.1
11136,2.0,24217218,0.1
11137,13.0,24217218,0.1
11138,2.0,24595612,0.1
11139,2.0,24979918,0.1
11140,4.0,25370229,0.1
11141,14.0,24973819,0.1
11142,8.0,24973819,0.1
11143,23.0,24193387,0.1
11144,10.0,24193387,0.1
11145,15.0,23815365,0.1
11146,12.0,23815365,0.1
11147,13.0,23815365,0.1
11148,16.0,23443249,0.1
11149,2.0,23809549,0.1
11150,5.0,24181573,0.1
11151,16.0,23803735,0.1
11152,1.0,24175668,0.1
11153,5.0,24553412,0.1
11154,19.0,24169764,0.1
11155,6.0,24547416,0.1
11156,4.0,24930969,0.1
11157,5.0,25320515,0.1
11158,3.0,25716148,0.1
11159,8.0,25716148,0.1
11160,9.0,25716148,0.1
11161,14.0,25314333,0.1
11162,2.0,25709869,0.1
11163,7.0,25709869,0.1
11164,8.0,25709869,0.1
11165,6.0,26111585,0.1
11166,2.0,26519578,0.1
11167,17.0,26105209,0.1
11168,10.0,26105209,0.1
11169,4.0,26513102,0.1
11170,8.0,26513102,0.1
11171,7.0,26513102,0.1
11172,1.0,26927369,0.1
11173,4.0,27348109,0.1
11174,3.0,27775423,0.1
11175,14.0,27341432,0.1
11176,2.0,27768641,0.1
11177,1.0,28202526,0.1
11178,46.0,25999203,0.1
11179,3.0,26405440,0.1
11180,9.0,26405440,0.1
11181,7.0,26405440,0.1
11182,13.0,26405440,0.1
11183,7.0,26405440,0.1
11184,7.0,26405440,0.1
11185,8.0,26405440,0.1
11186,7.0,26405440,0.1
11187,8.0,26405440,0.1
11188,10.0,26405440,0.1
11189,6.0,26818025,0.1
11190,7.0,26818025,0.1
11191,9.0,26818025,0.1
11192,10.0,26818025,0.1
11193,5.0,27237056,0.1
11194,9.0,27237056,0.1
11195,2.0,27662635,0.1
11196,1.0,28094863,0.1
11197,1.0,28533845,0.1
11198,16.0,28088003,0.1
11199,2.0,28526878,0.1
11200,2.0,28972610,0.1
11201,5.0,29425307,0.1
11202,3.0,29885077,0.1
11203,6.0,30352031,0.1
11204,1.0,30826281,0.1
11205,4.0,31307941,0.1
11206,1.0,31797127,0.1
11207,11.0,31797127,0.1
11208,5.0,32293957,0.1
11209,25.0,31284770,0.1
11210,1.0,31773594,0.1
11211,8.0,31773594,0.1
11212,4.0,32270056,0.1
11213,19.0,31765836,0.1
11214,8.0,31765836,0.1
11215,4.0,32262177,0.1
11216,4.0,32766273,0.1
11217,7.0,32766273,0.1
11218,6.0,33278246,0.1
11219,25.0,32238300,0.1
11220,11.0,32238300,0.1
11221,9.0,32238300,0.1
11222,7.0,32238300,0.1
11223,16.0,31734576,0.1
11224,17.0,31238723,0.1
11225,7.0,31238723,0.1
11226,21.0,30262512,0.1
11227,7.0,30262512,0.1
11228,19.0,29789660,0.1
11229,1.0,30255123,0.1
11230,7.0,30255123,0.1
11231,3.0,30727859,0.1
11232,5.0,31207981,0.1
11233,5.0,31695605,0.1
11234,7.0,31695605,0.1
11235,7.0,31695605,0.1
11236,13.0,31695605,0.1
11237,6.0,32190848,0.1
11238,6.0,32693830,0.1
11239,29.0,31161306,0.1
11240,25.0,30187515,0.1
11241,29.0,28772475,0.1
11242,5.0,29222044,0.1
11243,29.0,27852260,0.1
11244,13.0,27852260,0.1
11245,3.0,28287451,0.1
11246,3.0,28729442,0.1
11247,26.0,27831646,0.1
11248,9.0,27831646,0.1
11249,6.0,28266515,0.1
11250,4.0,28708179,0.1
11251,17.0,28259613,0.1
11252,6.0,28701169,0.1
11253,1.0,29149624,0.1
11254,12.0,29149624,0.1
11255,6.0,29605086,0.1
11256,37.0,27754768,0.1
11257,6.0,28188436,0.1
11258,3.0,28628880,0.1
11259,38.0,26839575,0.1
11260,2.0,27258943,0.1
11261,4.0,27684863,0.1
11262,5.0,28117438,0.1
11263,15.0,27678103,0.1
11264,27.0,26813162,0.1
11265,14.0,26394206,0.1
11266,6.0,26806615,0.1
11267,20.0,26387761,0.1
11268,3.0,26800069,0.1
11269,2.0,27218820,0.1
11270,6.0,27644114,0.1
11271,16.0,27212174,0.1
11272,1.0,27637364,0.1
11273,76.0,23750859,0.1
11274,16.0,23379751,0.1
11275,16.0,23014442,0.1
11276,1.0,23374042,0.1
11277,11.0,23374042,0.1
11278,1.0,23739261,0.1
11279,5.0,24110186,0.1
11280,3.0,24486907,0.1
11281,8.0,24486907,0.1
11282,5.0,24869514,0.1
11283,9.0,24869514,0.1
11284,42.0,22926583,0.1
11285,3.0,23284810,0.1
11286,23.0,22557159,0.1
11287,5.0,22909614,0.1
11288,17.0,22551651,0.1
11289,25.0,21846911,0.1
11290,11.0,21846911,0.1
11291,12.0,21846911,0.1
11292,4.0,22188268,0.1
11293,2.0,22534959,0.1
11294,12.0,22534959,0.1
11295,9.0,22534959,0.1
11296,9.0,22534959,0.1
11297,6.0,22887067,0.1
11298,9.0,22887067,0.1
11299,2.0,23244677,0.1
11300,1.0,23607875,0.1
11301,5.0,23976748,0.1
11302,9.0,23976748,0.1
11303,1.0,24351384,0.1
11304,1.0,24731874,0.1
11305,1.0,25118309,0.1
11306,4.0,25510782,0.1
11307,23.0,24713570,0.1
11308,3.0,25099719,0.1
11309,6.0,25491902,0.1
11310,7.0,25491902,0.1
11311,1.0,25890212,0.1
11312,6.0,26294746,0.1
11313,14.0,25883890,0.1
11314,26.0,25075018,0.1
11315,3.0,25466815,0.1
11316,8.0,25466815,0.1
11317,11.0,25466815,0.1
11318,16.0,25068896,0.1
11319,3.0,25460597,0.1
11320,10.0,25460597,0.1
11321,6.0,25858418,0.1
11322,7.0,25858418,0.1
11323,2.0,26262455,0.1
11324,6.0,26672805,0.1
11325,6.0,27089567,0.1
11326,13.0,27089567,0.1
11327,8.0,27089567,0.1
11328,1.0,27512841,0.1
11329,5.0,27942729,0.1
11330,3.0,28379334,0.1
11331,4.0,28822761,0.1
11332,6.0,29273116,0.1
11333,32.0,27900938,0.1
11334,3.0,28336890,0.1
11335,1.0,28779653,0.1
11336,4.0,29229335,0.1
11337,6.0,29686043,0.1
11338,11.0,29686043,0.1
11339,2.0,30149887,0.1
11340,2.0,30620978,0.1
11341,12.0,30620978,0.1
11342,6.0,31099430,0.1
11343,14.0,30613501,0.1
11344,7.0,30613501,0.1
11345,5.0,31091836,0.1
11346,19.0,30606026,0.1
11347,1.0,31084245,0.1
11348,13.0,31084245,0.1
11349,4.0,31569936,0.1
11350,36.0,29596815,0.1
11351,10.0,29596815,0.1
11352,2.0,30059265,0.1
11353,1.0,30528941,0.1
11354,5.0,31005955,0.1
11355,1.0,31490423,0.1
11356,1.0,31982460,0.1
11357,14.0,31482734,0.1
11358,3.0,31974651,0.1
11359,10.0,31974651,0.1
11360,2.0,32474254,0.1
11361,8.0,32474254,0.1
11362,10.0,32474254,0.1
11363,37.0,30444613,0.1
11364,36.0,28541824,0.1
11365,5.0,28987790,0.1
11366,24.0,28081921,0.1
11367,25.0,27204360,0.1
11368,5.0,27629428,0.1
11369,36.0,25902588,0.1
11370,1.0,26307315,0.1
11371,5.0,26718366,0.1
11372,36.0,25048468,0.1
11373,1.0,25439850,0.1
11374,1.0,25837347,0.1
11375,22.0,25029929,0.1
11376,7.0,25029929,0.1
11377,5.0,25421021,0.1
11378,1.0,25818224,0.1
11379,13.0,25818224,0.1
11380,1.0,26221633,0.1
11381,1.0,26631346,0.1
11382,26.0,25799116,0.1
11383,15.0,25396004,0.1
11384,4.0,25792816,0.1
11385,7.0,25792816,0.1
11386,14.0,25389803,0.1
11387,4.0,25786518,0.1
11388,15.0,25383603,0.1
11389,5.0,25780221,0.1
11390,17.0,25377405,0.1
11391,8.0,25377405,0.1
11392,9.0,25377405,0.1
11393,11.0,25377405,0.1
11394,6.0,25773926,0.1
11395,2.0,26176643,0.1
11396,5.0,26585653,0.1
11397,2.0,27001053,0.1
11398,3.0,27422944,0.1
11399,15.0,26994460,0.1
11400,7.0,26994460,0.1
11401,4.0,27416248,0.1
11402,3.0,27844626,0.1
11403,22.0,26974481,0.1
11404,17.0,26553004,0.1
11405,19.0,26138113,0.1
11406,1.0,26546521,0.1
11407,2.0,26961310,0.1
11408,10.0,26961310,0.1
11409,7.0,26961310,0.1
11410,2.0,27382580,0.1
11411,13.0,27382580,0.1
11412,3.0,27810432,0.1
11413,7.0,27810432,0.1
11414,15.0,27375894,0.1
11415,1.0,27803642,0.1
11416,9.0,27803642,0.1
11417,18.0,27369210,0.1
11418,18.0,26941566,0.1
11419,3.0,27362527,0.1
11420,4.0,27790066,0.1
11421,15.0,27355846,0.1
11422,5.0,27783281,0.1
11423,4.0,28217394,0.1
11424,1.0,28658290,0.1
11425,9.0,28658290,0.1
11426,7.0,28658290,0.1
11427,3.0,29106075,0.1
11428,17.0,28651292,0.1
11429,6.0,29098968,0.1
11430,5.0,29553639,0.1
11431,2.0,30015414,0.1
11432,4.0,30484404,0.1
11433,10.0,30484404,0.1
11434,41.0,28579128,0.1
11435,35.0,26792932,0.1
11436,6.0,27211571,0.1
11437,22.0,26361209,0.1
11438,10.0,26361209,0.1
11439,1.0,26773102,0.1
11440,22.0,25936442,0.1
11441,17.0,25531185,0.1
11442,13.0,25531185,0.1
11443,30.0,24334410,0.1
11444,11.0,24334410,0.1
11445,2.0,24714635,0.1
11446,2.0,25100801,0.1
11447,7.0,25100801,0.1
11448,5.0,25493001,0.1
11449,7.0,25493001,0.1
11450,36.0,23899688,0.1
11451,25.0,23152822,0.1
11452,10.0,23152822,0.1
11453,4.0,23514584,0.1
11454,1.0,23881999,0.1
11455,31.0,22762530,0.1
11456,4.0,23118194,0.1
11457,12.0,23118194,0.1
11458,4.0,23479415,0.1
11459,3.0,23846280,0.1
11460,1.0,24218878,0.1
11461,1.0,24597297,0.1
11462,19.0,24212964,0.1
11463,6.0,24591291,0.1
11464,4.0,24975529,0.1
11465,7.0,24975529,0.1
11466,2.0,25365771,0.1
11467,1.0,25762111,0.1
11468,6.0,26164643,0.1
11469,17.0,25755820,0.1
11470,15.0,25353385,0.1
11471,18.0,24957238,0.1
11472,8.0,24957238,0.1
11473,68.0,21837583,0.1
11474,2.0,22178795,0.1
11475,4.0,22525338,0.1
11476,1.0,22877296,0.1
11477,20.0,22519838,0.1
11478,8.0,22519838,0.1
11479,1.0,22871710,0.1
11480,11.0,22871710,0.1
11481,20.0,22514339,0.1
11482,2.0,22866125,0.1
11483,2.0,23223408,0.1
11484,9.0,23223408,0.1
11485,7.0,23223408,0.1
11486,11.0,23223408,0.1
11487,13.0,23223408,0.1
11488,2.0,23586273,0.1
11489,6.0,23954808,0.1
11490,3.0,24329101,0.1
11491,7.0,24329101,0.1
11492,1.0,24709243,0.1
11493,12.0,24709243,0.1
11494,1.0,25095324,0.1
11495,2.0,25487438,0.1
11496,3.0,25885679,0.1
11497,3.0,26290142,0.1
11498,5.0,26700925,0.1
11499,7.0,26700925,0.1
11500,10.0,26700925,0.1
11501,4.0,27118126,0.1
11502,2.0,27541846,0.1
11503,2.0,27972187,0.1
11504,13.0,27972187,0.1
11505,18.0,27535121,0.1
11506,3.0,27965357,0.1
11507,12.0,27965357,0.1
11508,3.0,28402315,0.1
11509,7.0,28402315,0.1
11510,6.0,28846101,0.1
11511,1.0,29296821,0.1
11512,18.0,28839058,0.1
11513,6.0,29289668,0.1
11514,5.0,29747319,0.1
11515,16.0,29282517,0.1
11516,28.0,27909899,0.1
11517,19.0,27473806,0.1
11518,12.0,27473806,0.1
11519,4.0,27903084,0.1
11520,24.0,27031112,0.1
11521,34.0,25764028,0.1
11522,32.0,24556339,0.1
11523,9.0,24556339,0.1
11524,1.0,24940031,0.1
11525,1.0,25329718,0.1
11526,1.0,25725494,0.1
11527,52.0,23313728,0.1
11528,5.0,23678005,0.1
11529,5.0,24047973,0.1
11530,31.0,22920724,0.1
11531,12.0,22920724,0.1
11532,9.0,22920724,0.1
11533,2.0,23278860,0.1
11534,2.0,23642592,0.1
11535,1.0,24012007,0.1
11536,21.0,23261631,0.1
11537,6.0,23625093,0.1
11538,24.0,22886808,0.1
11539,15.0,22529201,0.1
11540,14.0,22177182,0.1
11541,5.0,22523700,0.1
11542,4.0,22875632,0.1
11543,6.0,23233063,0.1
11544,14.0,22870046,0.1
11545,1.0,23227390,0.1
11546,4.0,23590317,0.1
11547,4.0,23958915,0.1
11548,5.0,24333273,0.1
11549,12.0,24333273,0.1
11550,4.0,24713480,0.1
11551,3.0,25099628,0.1
11552,40.0,23530901,0.1
11553,1.0,23898571,0.1
11554,1.0,24271986,0.1
11555,9.0,24271986,0.1
11556,7.0,24271986,0.1
11557,10.0,24271986,0.1
11558,11.0,24271986,0.1
11559,5.0,24651235,0.1
11560,5.0,25036410,0.1
11561,9.0,25036410,0.1
11562,7.0,25036410,0.1
11563,3.0,25427603,0.1
11564,2.0,25824909,0.1
11565,11.0,25824909,0.1
11566,10.0,25824909,0.1
11567,9.0,25824909,0.1
11568,5.0,26228423,0.1
11569,14.0,25818603,0.1
11570,4.0,26222018,0.1
11571,10.0,26222018,0.1
11572,7.0,26222018,0.1
11573,22.0,25402579,0.1
11574,3.0,25799494,0.1
11575,6.0,26202611,0.1
11576,2.0,26612026,0.1
11577,2.0,27027838,0.1
11578,3.0,27450147,0.1
11579,12.0,27450147,0.1
11580,34.0,26163421,0.1
11581,4.0,26572224,0.1
11582,14.0,26157033,0.1
11583,23.0,25339625,0.1
11584,9.0,25339625,0.1
11585,7.0,25339625,0.1
11586,8.0,25339625,0.1
11587,3.0,25735556,0.1
11588,15.0,25333437,0.1
11589,2.0,25729271,0.1
11590,4.0,26131290,0.1
11591,4.0,26539591,0.1
11592,6.0,26954272,0.1
11593,3.0,27375432,0.1
11594,4.0,27803173,0.1
11595,13.0,27803173,0.1
11596,2.0,28237597,0.1
11597,14.0,27796384,0.1
11598,9.0,27796384,0.1
11599,6.0,28230702,0.1
11600,23.0,27348492,0.1
11601,2.0,27775812,0.1
11602,31.0,26473820,0.1
11603,2.0,26887473,0.1
11604,2.0,27307589,0.1
11605,1.0,27734270,0.1
11606,13.0,27734270,0.1
11607,8.0,27734270,0.1
11608,17.0,27300922,0.1
11609,9.0,27300922,0.1
11610,50.0,24741460,0.1
11611,10.0,24741460,0.1
11612,12.0,24741460,0.1
11613,13.0,24741460,0.1
11614,3.0,25128045,0.1
11615,3.0,25520670,0.1
11616,4.0,25919430,0.1
11617,1.0,26324421,0.1
11618,1.0,26735740,0.1
11619,5.0,27153485,0.1
11620,16.0,26729211,0.1
11621,10.0,26729211,0.1
11622,12.0,26729211,0.1
11623,10.0,26729211,0.1
11624,6.0,27146854,0.1
11625,1.0,27571023,0.1
11626,5.0,28001820,0.1
11627,7.0,28001820,0.1
11628,2.0,28439348,0.1
11629,2.0,28883712,0.1
11630,25.0,27981096,0.1
11631,25.0,27106686,0.1
11632,3.0,27530227,0.1
11633,31.0,26239747,0.1
11634,2.0,26649743,0.1
11635,8.0,26649743,0.1
11636,4.0,27066145,0.1
11637,7.0,27066145,0.1
11638,1.0,27489053,0.1
11639,14.0,27059536,0.1
11640,18.0,26636730,0.1
11641,4.0,27052928,0.1
11642,3.0,27475630,0.1
11643,9.0,27475630,0.1
11644,18.0,27046323,0.1
11645,10.0,27046323,0.1
11646,6.0,27468921,0.1
11647,13.0,27468921,0.1
11648,26.0,26610517,0.1
11649,2.0,27026306,0.1
11650,1.0,27448592,0.1
11651,18.0,27019707,0.1
11652,23.0,26175341,0.1
11653,8.0,26175341,0.1
11654,2.0,26584330,0.1
11655,5.0,26999710,0.1
11656,2.0,27421580,0.1
11657,5.0,27850042,0.1
11658,11.0,27850042,0.1
11659,6.0,28285198,0.1
11660,20.0,27843241,0.1
11661,2.0,28278291,0.1
11662,2.0,28720139,0.1
11663,6.0,29168891,0.1
11664,1.0,29624654,0.1
11665,1.0,30087539,0.1
11666,15.0,29617421,0.1
11667,14.0,29154648,0.1
11668,8.0,29154648,0.1
11669,9.0,29154648,0.1
11670,15.0,28699106,0.1
11671,8.0,28699106,0.1
11672,18.0,28250682,0.1
11673,32.0,26926431,0.1
11674,3.0,27347156,0.1
11675,3.0,27774455,0.1
11676,34.0,26472527,0.1
11677,1.0,26886160,0.1
11678,5.0,27306256,0.1
11679,4.0,27732916,0.1
11680,1.0,28166242,0.1
11681,19.0,27726144,0.1
11682,15.0,27292923,0.1
11683,15.0,26866471,0.1
11684,30.0,25607105,0.1
11685,12.0,25607105,0.1
11686,6.0,26007216,0.1
11687,3.0,26413578,0.1
11688,9.0,26413578,0.1
11689,6.0,26826290,0.1
11690,2.0,27245450,0.1
11691,4.0,27671160,0.1
11692,62.0,24644626,0.1
11693,3.0,25029698,0.1
11694,13.0,25029698,0.1
11695,3.0,25420787,0.1
11696,2.0,25817986,0.1
11697,1.0,26221392,0.1
11698,9.0,26221392,0.1
11699,2.0,26631101,0.1
11700,2.0,27047211,0.1
11701,8.0,27047211,0.1
11702,1.0,27469823,0.1
11703,4.0,27899038,0.1
11704,5.0,28334960,0.1
11705,3.0,28777693,0.1
11706,1.0,29227344,0.1
11707,11.0,29227344,0.1
11708,5.0,29684021,0.1
11709,15.0,29220208,0.1
11710,21.0,28307076,0.1
11711,3.0,28749374,0.1
11712,6.0,29198582,0.1
11713,4.0,29654809,0.1
11714,32.0,28264739,0.1
11715,12.0,28264739,0.1
11716,38.0,26498192,0.1
11717,6.0,26912226,0.1
11718,2.0,27332729,0.1
11719,3.0,27759802,0.1
11720,13.0,27759802,0.1
11721,28.0,26458561,0.1
11722,9.0,26458561,0.1
11723,3.0,26871976,0.1
11724,2.0,27291850,0.1
11725,8.0,27291850,0.1
11726,4.0,27718285,0.1
11727,9.0,27718285,0.1
11728,7.0,27718285,0.1
11729,4.0,28151383,0.1
11730,4.0,28591248,0.1
11731,28.0,27251033,0.1
11732,6.0,27676830,0.1
11733,8.0,27676830,0.1
11734,1.0,28109280,0.1
11735,3.0,28548487,0.1
11736,5.0,28994557,0.1
11737,9.0,28994557,0.1
11738,28.0,27635437,0.1
11739,3.0,28067240,0.1
11740,19.0,27628689,0.1
11741,4.0,28060387,0.1
11742,10.0,28060387,0.1
11743,3.0,28498830,0.1
11744,8.0,28498830,0.1
11745,7.0,28498830,0.1
11746,1.0,28944124,0.1
11747,9.0,28944124,0.1
11748,3.0,29396375,0.1
11749,1.0,29855693,0.1
11750,11.0,29855693,0.1
11751,7.0,29855693,0.1
11752,18.0,29389197,0.1
11753,9.0,29389197,0.1
11754,20.0,28929990,0.1
11755,1.0,29382021,0.1
11756,7.0,29382021,0.1
11757,14.0,28922926,0.1
11758,15.0,28471005,0.1
11759,12.0,28471005,0.1
11760,7.0,28471005,0.1
11761,40.0,26691567,0.1
11762,3.0,27108622,0.1
11763,32.0,25837905,0.1
11764,7.0,25837905,0.1
11765,2.0,26241622,0.1
11766,7.0,26241622,0.1
11767,4.0,26651647,0.1
11768,1.0,27068078,0.1
11769,17.0,26645139,0.1
11770,27.0,25812478,0.1
11771,8.0,25812478,0.1
11772,12.0,25812478,0.1
11773,2.0,26215797,0.1
11774,3.0,26625418,0.1
11775,5.0,27041440,0.1
11776,5.0,27463962,0.1
11777,9.0,27463962,0.1
11778,19.0,27034837,0.1
11779,28.0,25767579,0.1
11780,50.0,23351868,0.1
11781,11.0,23351868,0.1
11782,1.0,23716740,0.1
11783,4.0,24087314,0.1
11784,26.0,23334585,0.1
11785,1.0,23699187,0.1
11786,7.0,23699187,0.1
11787,1.0,24069486,0.1
11788,7.0,24069486,0.1
11789,7.0,24069486,0.1
11790,2.0,24445571,0.1
11791,1.0,24827533,0.1
11792,9.0,24827533,0.1
11793,12.0,24827533,0.1
11794,22.0,24051672,0.1
11795,4.0,24427479,0.1
11796,13.0,24427479,0.1
11797,2.0,24809158,0.1
11798,10.0,24809158,0.1
11799,2.0,25196801,0.1
11800,3.0,25590501,0.1
11801,11.0,25590501,0.1
11802,7.0,25590501,0.1
11803,6.0,25990352,0.1
11804,18.0,25584252,0.1
11805,6.0,25984005,0.1
11806,15.0,25578004,0.1
11807,35.0,23979378,0.1
11808,3.0,24354055,0.1
11809,12.0,24354055,0.1
11810,24.0,23592990,0.1
11811,5.0,23961630,0.1
11812,3.0,24336030,0.1
11813,10.0,24336030,0.1
11814,7.0,24336030,0.1
11815,9.0,24336030,0.1
11816,1.0,24716280,0.1
11817,3.0,25102471,0.1
11818,4.0,25494697,0.1
11819,14.0,25096342,0.1
11820,3.0,25488472,0.1
11821,7.0,25488472,0.1
11822,11.0,25488472,0.1
11823,5.0,25886729,0.1
11824,2.0,26291209,0.1
11825,1.0,26702009,0.1
11826,2.0,27119227,0.1
11827,2.0,27542964,0.1
11828,14.0,27112605,0.1
11829,13.0,27112605,0.1
11830,10.0,27112605,0.1
11831,1.0,27536239,0.1
11832,7.0,27536239,0.1
11833,25.0,26675731,0.1
11834,8.0,26675731,0.1
11835,1.0,27092539,0.1
11836,1.0,27515859,0.1
11837,6.0,27945794,0.1
11838,7.0,27945794,0.1
11839,11.0,27945794,0.1
11840,4.0,28382447,0.1
11841,9.0,28382447,0.1
11842,5.0,28825922,0.1
11843,15.0,28375516,0.1
11844,1.0,28818883,0.1
11845,4.0,29269178,0.1
11846,2.0,29726508,0.1
11847,27.0,28797554,0.1
11848,49.0,26097783,0.1
11849,9.0,26097783,0.1
11850,4.0,26505560,0.1
11851,21.0,25677261,0.1
11852,21.0,24874846,0.1
11853,1.0,25263515,0.1
11854,5.0,25658257,0.1
11855,9.0,25658257,0.1
11856,4.0,26059167,0.1
11857,2.0,26466341,0.1
11858,1.0,26879877,0.1
11859,12.0,26879877,0.1
11860,22.0,26039880,0.1
11861,3.0,26446753,0.1
11862,3.0,26859983,0.1
11863,12.0,26859983,0.1
11864,7.0,26859983,0.1
11865,9.0,26859983,0.1
11866,4.0,27279670,0.1
11867,18.0,26853425,0.1
11868,46.0,24755501,0.1
11869,8.0,24755501,0.1
11870,19.0,24368696,0.1
11871,4.0,24749456,0.1
11872,3.0,25136166,0.1
